,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Min Ver,Max Ver
2022,Kroger,SHOPPING,4.3,38961,27.0,5000000.0,Free,0.0,Everyone,['Shopping'],"August 2, 2018",14.2.1,5.0.0,5.0.0,
2023,"letgo: Buy & Sell Used Stuff, Cars & Real Estate",SHOPPING,4.5,973270,20.0,50000000.0,Free,0.0,Teen,['Shopping'],"August 6, 2018",2.4.9,4.1.0,4.1.0,
2024,Amazon Shopping,SHOPPING,4.3,909226,42.0,100000000.0,Free,0.0,Teen,['Shopping'],"July 31, 2018",16.14.0.100,4.4.0,4.4.0,
2025,OLX - Buy and Sell,SHOPPING,4.2,857923,18.0,50000000.0,Free,0.0,Everyone,['Shopping'],"July 31, 2018",11.7.3.0,4.1.0,4.1.0,
2026,The wall,SHOPPING,4.4,35563,4.2,1000000.0,Free,0.0,Everyone,['Shopping'],"July 23, 2018",10.2.1,4.1.0,4.1.0,
2027,"Shrimp skin shopping: spend less, buy better",SHOPPING,4.2,106798,30.0,5000000.0,Free,0.0,Everyone,['Shopping'],"July 23, 2018",2.25.17,4.1.0,4.1.0,
2028,Lotte Home Shopping LOTTE Homeshopping,SHOPPING,3.6,8820,33.0,5000000.0,Free,0.0,Everyone,['Shopping'],"July 25, 2018",3.0.5,4.0.3,4.0.3,
2029,"Horn, free country requirements",SHOPPING,4.5,37186,7.9,1000000.0,Free,0.0,Everyone,['Shopping'],"June 30, 2018",3.4.5,4.0.0,4.0.0,
2030,Jiji.ng,SHOPPING,4.4,25714,12.0,1000000.0,Free,0.0,Everyone,['Shopping'],"July 24, 2018",3.8.2.2,4.0.3,4.0.3,
2031,GS SHOP,SHOPPING,3.8,44255,15.0,10000000.0,Free,0.0,Everyone,['Shopping'],"August 3, 2018",6.0.4,4.1.0,4.1.0,
2032,CJmall,SHOPPING,3.6,18252,10.0,10000000.0,Free,0.0,Everyone,['Shopping'],"August 6, 2018",6.3.8,4.1.0,4.1.0,
2033,Home & Shopping - Only in apps. 10% off + 10% off,SHOPPING,4.2,42750,9.9,10000000.0,Free,0.0,Everyone,['Shopping'],"August 4, 2018",2.8.7,4.1.0,4.1.0,
2034,EHS Dongsen Shopping,SHOPPING,3.6,3656,9.0,1000000.0,Free,0.0,Teen,['Shopping'],"August 3, 2018",4.16.2,4.1.0,4.1.0,
2035,Bukalapak - Buy and Sell Online,SHOPPING,4.4,662287,21.0,10000000.0,Free,0.0,Everyone,['Shopping'],"August 3, 2018",4.26.7,4.1.0,4.1.0,
2036,Life market,SHOPPING,4.5,30834,13.0,1000000.0,Free,0.0,Everyone,['Shopping'],"July 17, 2018",3.2.6,4.0.3,4.0.3,
2037,Jabong Online Shopping App,SHOPPING,4.1,367290,11.0,10000000.0,Free,0.0,Everyone,['Shopping'],"July 20, 2018",4.9.3,4.0.3,4.0.3,
2038,Family Dollar,SHOPPING,4.3,2588,21.0,1000000.0,Free,0.0,Everyone,['Shopping'],"July 23, 2018",2.4.0,4.1.0,4.1.0,
2039,Jumia online shopping,SHOPPING,4.3,162655,8.1,10000000.0,Free,0.0,Teen,['Shopping'],"July 10, 2018",4.7.1,4.4.0,4.4.0,
2040,Blibli.com Online Shopping,SHOPPING,4.2,171584,12.0,10000000.0,Free,0.0,Everyone,['Shopping'],"July 26, 2018",4.9.5,4.2.0,4.2.0,
2041,"Club Factory Everything, Unbeaten Price",SHOPPING,4.2,244141,7.3,10000000.0,Free,0.0,Everyone,['Shopping'],"August 6, 2018",4.4.5,4.3.0,4.3.0,
2042,ZALORA Fashion Shopping,SHOPPING,4.2,142512,15.0,10000000.0,Free,0.0,Everyone,['Shopping'],"July 25, 2018",6.2.0,4.1.0,4.1.0,
2043,Magazine Luiza Online Shopping,SHOPPING,4.3,109124,22.0,10000000.0,Free,0.0,Everyone,['Shopping'],"August 2, 2018",3.11.1,4.1.0,4.1.0,
2044,ROMWE - Women's Fashion,SHOPPING,4.6,135043,11.0,10000000.0,Free,0.0,Everyone,['Shopping'],"July 30, 2018",4.0.2,4.2.0,4.2.0,
2045,Buscapé - Offers and discounts,SHOPPING,4.4,108592,8.3,10000000.0,Free,0.0,Everyone,['Shopping'],"July 24, 2018",4.7.5,4.1.0,4.1.0,
2046,11st,SHOPPING,3.8,48732,20.0,10000000.0,Free,0.0,Everyone,['Shopping'],"July 31, 2018",7.8.1,4.0.0,4.0.0,
2047,Coupang,SHOPPING,4.6,308234,38.0,10000000.0,Free,0.0,Everyone,['Shopping'],"August 2, 2018",5.3.0,4.0.3,4.0.3,
2048,Wemep - Special price representative (special / shopping / shopping app / coupon / shipping),SHOPPING,4.5,178497,9.1,10000000.0,Free,0.0,Everyone,['Shopping'],"August 2, 2018",4.33.0,4.0.3,4.0.3,
2049,Target - now with Cartwheel,SHOPPING,4.1,68406,24.0,10000000.0,Free,0.0,Everyone,['Shopping'],"July 25, 2018",6.25.0+1906001476,5.0.0,5.0.0,
2050,Chilindo,SHOPPING,3.8,18364,29.0,1000000.0,Free,0.0,Everyone,['Shopping'],"August 4, 2018",29.14.0,4.2.0,4.2.0,
2051,"Jingdong - pick good things, go to Jingdong",SHOPPING,3.3,9189,98.0,1000000.0,Free,0.0,Teen,['Shopping'],"August 1, 2018",7.0.14,4.0.0,4.0.0,
2052,CheckPoints 🏆 Rewards App,SHOPPING,4.1,23187,25.0,1000000.0,Free,0.0,Everyone,['Shopping'],"June 21, 2018",4.89.0,4.3.0,4.3.0,
2053,SnipSnap Coupon App,SHOPPING,4.2,9975,18.0,1000000.0,Free,0.0,Everyone,['Shopping'],"January 22, 2018",1.4.0,4.3.0,4.3.0,
2054,Coupon Sherpa,SHOPPING,4.4,7793,6.1,500000.0,Free,0.0,Everyone,['Shopping'],"February 6, 2018",3.0.3,4.0.3,4.0.3,
2055,Gyft - Mobile Gift Card Wallet,SHOPPING,4.1,9701,14.0,500000.0,Free,0.0,Everyone,['Shopping'],"July 25, 2018",2.4.0,4.4.0,4.4.0,
2056,SavingStar - Grocery Coupons,SHOPPING,4.2,31519,21.0,1000000.0,Free,0.0,Everyone,['Shopping'],"June 12, 2018",4.9.1,4.0.0,4.0.0,
2057,"Shopkick: Free Gift Cards, Shop Rewards & Deals",SHOPPING,4.3,213735,43.0,10000000.0,Free,0.0,Everyone,['Shopping'],"July 24, 2018",5.3.73,4.4.0,4.4.0,
2058,Wish - Shopping Made Fun,SHOPPING,4.5,6211039,15.0,100000000.0,Free,0.0,Everyone,['Shopping'],"August 3, 2018",4.20.5,4.1.0,4.1.0,
2059,Key Ring: Cards Coupon & Sales,SHOPPING,4.1,42871,23.0,1000000.0,Free,0.0,Everyone,['Shopping'],"July 27, 2018",8.9.1,4.1.0,4.1.0,
2060,"Ibotta: Cash Back Savings, Rewards & Coupons App",SHOPPING,4.5,315908,52.0,10000000.0,Free,0.0,Everyone,['Shopping'],"August 1, 2018",5.21.1,4.1.0,4.1.0,
2061,"Kohl's: Scan, Shop, Pay & Save",SHOPPING,4.5,79261,57.0,5000000.0,Free,0.0,Everyone,['Shopping'],"August 3, 2018",7.36.0,4.4.0,4.4.0,
2062,Stocard - Rewards Cards Wallet,SHOPPING,4.6,284725,20.0,10000000.0,Free,0.0,Everyone,['Shopping'],"July 31, 2018",7.2.1,4.1.0,4.1.0,
2063,Nike,SHOPPING,4.7,67071,40.0,1000000.0,Free,0.0,Everyone,['Shopping'],"August 1, 2018",2.24.0,4.4.0,4.4.0,
2064,Poshmark - Buy & Sell Fashion,SHOPPING,4.3,46153,17.0,10000000.0,Free,0.0,Everyone,['Shopping'],"August 4, 2018",2.124.01,4.4.0,4.4.0,
2065,Mercari: The Selling App,SHOPPING,4.4,101883,13.0,10000000.0,Free,0.0,Everyone,['Shopping'],"August 3, 2018",6.9.2,5.0.0,5.0.0,
2066,Blidz - Hunt Free Deals On Trending Items!,SHOPPING,4.4,1659,33.0,50000.0,Free,0.0,Everyone,['Shopping'],"June 29, 2018",2.4.0,4.4.0,4.4.0,
2067,SnipSnap Coupon App,SHOPPING,4.2,9975,18.0,1000000.0,Free,0.0,Everyone,['Shopping'],"January 22, 2018",1.4.0,4.3.0,4.3.0,
2068,LivingSocial - Local Deals,SHOPPING,4.1,28523,29.0,5000000.0,Free,0.0,Everyone,['Shopping'],"August 3, 2018",18.10.157066,4.4.0,4.4.0,
2069,"Ebates: Cash Back, Coupons, Rewards & Savings",SHOPPING,4.5,37253,31.0,1000000.0,Free,0.0,Everyone,['Shopping'],"August 3, 2018",4.31.2,4.4.0,4.4.0,
2070,Stocard - Rewards Cards Wallet,SHOPPING,4.6,284721,20.0,10000000.0,Free,0.0,Everyone,['Shopping'],"July 31, 2018",7.2.1,4.1.0,4.1.0,
2071,Ratings by Consumer Reports,SHOPPING,4.3,3420,13.0,100000.0,Free,0.0,Everyone,['Shopping'],"February 27, 2018",2.3.2,4.1.0,4.1.0,
2072,HauteLook,SHOPPING,4.1,7193,7.3,500000.0,Free,0.0,Everyone,['Shopping'],"July 13, 2018",5.0.2,4.4.0,4.4.0,
2073,Nordstrom,SHOPPING,4.6,2278,12.0,500000.0,Free,0.0,Everyone,['Shopping'],"July 15, 2018",3.28.1.3.1359,4.4.0,4.4.0,
2074,Modcloth – Unique Indie Women's Fashion & Style,SHOPPING,4.2,5121,8.8,500000.0,Free,0.0,Everyone,['Shopping'],"July 13, 2018",9.0.30,4.1.0,4.1.0,
2075,Fancy,SHOPPING,4.2,39735,18.0,5000000.0,Free,0.0,Teen,['Shopping'],"July 25, 2018",3.13.09,4.0.0,4.0.0,
2076,Gyft - Mobile Gift Card Wallet,SHOPPING,4.1,9701,14.0,500000.0,Free,0.0,Everyone,['Shopping'],"July 25, 2018",2.4.0,4.4.0,4.4.0,
2077,"Twice: Buy, Sell Clothing",SHOPPING,4.2,1558,21.0,100000.0,Free,0.0,Everyone,['Shopping'],"July 29, 2015",1.2.12,2.3.0,2.3.0,
2078,"Shopkick: Free Gift Cards, Shop Rewards & Deals",SHOPPING,4.3,213735,43.0,10000000.0,Free,0.0,Everyone,['Shopping'],"July 24, 2018",5.3.73,4.4.0,4.4.0,
2079,Slice: Package Tracker,SHOPPING,4.2,16966,34.0,1000000.0,Free,0.0,Everyone,['Shopping'],"July 12, 2018",6.10.0,4.0.3,4.0.3,
2080,Wish - Shopping Made Fun,SHOPPING,4.5,6211039,15.0,100000000.0,Free,0.0,Everyone,['Shopping'],"August 3, 2018",4.20.5,4.1.0,4.1.0,
2081,LightInTheBox Online Shopping,SHOPPING,4.0,41986,26.0,5000000.0,Free,0.0,Teen,['Shopping'],"August 6, 2018",3.69.0,4.1.0,4.1.0,
2082,Best Buy,SHOPPING,4.4,186116,34.0,5000000.0,Free,0.0,Everyone,['Shopping'],"August 3, 2018",11.6.0,4.4.0,4.4.0,
2083,JackThreads: Men's Shopping,SHOPPING,4.0,13085,2.7,1000000.0,Free,0.0,Teen,['Shopping'],"November 8, 2017",5.1.0,4.0.3,4.0.3,
2084,"Ibotta: Cash Back Savings, Rewards & Coupons App",SHOPPING,4.5,315908,52.0,10000000.0,Free,0.0,Everyone,['Shopping'],"August 1, 2018",5.21.1,4.1.0,4.1.0,
2085,LivingSocial - Local Deals,SHOPPING,4.1,28523,29.0,5000000.0,Free,0.0,Everyone,['Shopping'],"August 3, 2018",18.10.157066,4.4.0,4.4.0,
2086,Zappos – Shoe shopping made simple,SHOPPING,4.5,44588,20.0,5000000.0,Free,0.0,Everyone,['Shopping'],"July 12, 2018",9.0.0,4.4.0,4.4.0,
2087,Urban Outfitters,SHOPPING,4.2,4158,23.0,500000.0,Free,0.0,Teen,['Shopping'],"July 2, 2018",2.8.0,4.0.3,4.0.3,
2088,Amazon Shopping,SHOPPING,4.3,909204,42.0,100000000.0,Free,0.0,Teen,['Shopping'],"July 31, 2018",16.14.0.100,4.4.0,4.4.0,
2089,Shopfully - Weekly Ads & Deals,SHOPPING,4.4,279428,16.0,10000000.0,Free,0.0,Everyone,['Shopping'],"August 3, 2018",6.4.2,4.4.0,4.4.0,
2090,Slickdeals: Coupons & Shopping,SHOPPING,4.5,33583,12.0,1000000.0,Free,0.0,Everyone,['Shopping'],"July 30, 2018",3.9.0,4.4.0,4.4.0,
2091,Wanelo Shopping,SHOPPING,4.6,94205,6.5,1000000.0,Free,0.0,Everyone,['Shopping'],"June 13, 2018",5.6.8,4.4.0,4.4.0,
2092,Etsy: Handmade & Vintage Goods,SHOPPING,4.3,95520,15.0,10000000.0,Free,0.0,Teen,['Shopping'],"August 3, 2018",5.3.1,4.1.0,4.1.0,
2093,Poshmark - Buy & Sell Fashion,SHOPPING,4.3,46153,17.0,10000000.0,Free,0.0,Everyone,['Shopping'],"August 4, 2018",2.124.01,4.4.0,4.4.0,
2094,Target - now with Cartwheel,SHOPPING,4.1,68406,24.0,10000000.0,Free,0.0,Everyone,['Shopping'],"July 25, 2018",6.25.0+1906001476,5.0.0,5.0.0,
2095,ASOS,SHOPPING,4.7,181798,22.0,10000000.0,Free,0.0,Everyone,['Shopping'],"July 30, 2018",4.4.9,4.4.0,4.4.0,
2096,ZALORA Fashion Shopping,SHOPPING,4.2,142512,15.0,10000000.0,Free,0.0,Everyone,['Shopping'],"July 25, 2018",6.2.0,4.1.0,4.1.0,
2097,Fancy,SHOPPING,4.2,39735,18.0,5000000.0,Free,0.0,Teen,['Shopping'],"July 25, 2018",3.13.09,4.0.0,4.0.0,
2098,Modcloth – Unique Indie Women's Fashion & Style,SHOPPING,4.2,5121,8.8,500000.0,Free,0.0,Everyone,['Shopping'],"July 13, 2018",9.0.30,4.1.0,4.1.0,
2099,Gyft - Mobile Gift Card Wallet,SHOPPING,4.1,9701,14.0,500000.0,Free,0.0,Everyone,['Shopping'],"July 25, 2018",2.4.0,4.4.0,4.4.0,
2100,JackThreads: Men's Shopping,SHOPPING,4.0,13085,2.7,1000000.0,Free,0.0,Teen,['Shopping'],"November 8, 2017",5.1.0,4.0.3,4.0.3,
2101,LivingSocial - Local Deals,SHOPPING,4.1,28523,29.0,5000000.0,Free,0.0,Everyone,['Shopping'],"August 3, 2018",18.10.157066,4.4.0,4.4.0,
2102,Zappos – Shoe shopping made simple,SHOPPING,4.5,44588,20.0,5000000.0,Free,0.0,Everyone,['Shopping'],"July 12, 2018",9.0.0,4.4.0,4.4.0,
2103,Wanelo Shopping,SHOPPING,4.6,94205,6.5,1000000.0,Free,0.0,Everyone,['Shopping'],"June 13, 2018",5.6.8,4.4.0,4.4.0,
2104,Etsy: Handmade & Vintage Goods,SHOPPING,4.3,95520,15.0,10000000.0,Free,0.0,Teen,['Shopping'],"August 3, 2018",5.3.1,4.1.0,4.1.0,
2105,Find&Save - Local Shopping,SHOPPING,4.0,4602,6.2,500000.0,Free,0.0,Everyone,['Shopping'],"December 22, 2017",3.0.0,4.1.0,4.1.0,
2106,Receipt Hog - Receipts to Cash,SHOPPING,4.5,72596,19.0,1000000.0,Free,0.0,Teen,['Shopping'],"August 3, 2018",4.2.2,4.1.0,4.1.0,
2107,ShopSavvy Barcode & QR Scanner,SHOPPING,4.1,110425,27.0,10000000.0,Free,0.0,Everyone,['Shopping'],"June 18, 2018",13.6.4,4.0.3,4.0.3,
2108,"Savory - Deals,Freebies,Sales",SHOPPING,4.4,2375,1.1,100000.0,Free,0.0,Everyone,['Shopping'],"November 2, 2016",3.1.0,2.3.3,2.3.3,
2109,JackThreads: Men's Shopping,SHOPPING,4.0,13085,2.7,1000000.0,Free,0.0,Teen,['Shopping'],"November 8, 2017",5.1.0,4.0.3,4.0.3,
2110,Newegg Mobile,SHOPPING,4.5,35497,16.0,1000000.0,Free,0.0,Everyone,['Shopping'],"July 11, 2018",4.16.0,4.4.0,4.4.0,
2111,REI – Shop Outdoor Gear,SHOPPING,4.4,3878,8.8,100000.0,Free,0.0,Everyone,['Shopping'],"May 8, 2018",5.6.8,4.1.0,4.1.0,
2112,Slickdeals: Coupons & Shopping,SHOPPING,4.5,33583,12.0,1000000.0,Free,0.0,Everyone,['Shopping'],"July 30, 2018",3.9.0,4.4.0,4.4.0,
2113,Target - now with Cartwheel,SHOPPING,4.1,68406,24.0,10000000.0,Free,0.0,Everyone,['Shopping'],"August 6, 2018",6.25.0+1906001476,5.0.0,5.0.0,
2114,The Home Depot,SHOPPING,4.3,44071,56.0,5000000.0,Free,0.0,Everyone,['Shopping'],"July 19, 2018",5.10.0,4.4.0,4.4.0,
2115,Wish - Shopping Made Fun,SHOPPING,4.5,6212081,15.0,100000000.0,Free,0.0,Everyone,['Shopping'],"August 3, 2018",4.20.5,4.1.0,4.1.0,
2116,Fancy,SHOPPING,4.2,39735,18.0,5000000.0,Free,0.0,Teen,['Shopping'],"July 25, 2018",3.13.09,4.0.0,4.0.0,
2117,La La-Shop Designer Brands Street,SHOPPING,4.5,5123,14.0,500000.0,Free,0.0,Everyone,['Shopping'],"July 28, 2018",4.4.4,5.0.0,5.0.0,
2118,ASOS,SHOPPING,4.7,181823,22.0,10000000.0,Free,0.0,Everyone,['Shopping'],"July 30, 2018",4.4.9,4.4.0,4.4.0,
2119,TouchNote: Cards & Gifts,PHOTOGRAPHY,4.1,19232,28.0,1000000.0,Free,0.0,Everyone,['Photography'],"August 6, 2018",7.4.2,4.4.0,4.4.0,
2120,"Shutterfly: Free Prints, Photo Books, Cards, Gifts",PHOTOGRAPHY,4.6,98716,59.0,5000000.0,Free,0.0,Everyone,['Photography'],"August 1, 2018",5.13.1,5.0.0,5.0.0,
2121,FreePrints – Free Photos Delivered,PHOTOGRAPHY,4.8,109500,37.0,1000000.0,Free,0.0,Everyone,['Photography'],"August 2, 2018",2.18.2,4.1.0,4.1.0,
2122,Groovebook Photo Books & Gifts,PHOTOGRAPHY,4.0,21159,36.0,500000.0,Free,0.0,Everyone,['Photography'],"January 31, 2018",2.1.9,4.0.3,4.0.3,
2123,"Moony Lab - Print Photos, Books & Magnets ™",PHOTOGRAPHY,4.7,1320,9.5,50000.0,Free,0.0,Everyone,['Photography'],"June 27, 2018",2.1.9,4.1.0,4.1.0,
2124,"LALALAB prints your photos, photobooks and magnets",PHOTOGRAPHY,4.7,50424,82.0,1000000.0,Free,0.0,Everyone,['Photography'],"August 2, 2018",584,4.1.0,4.1.0,
2125,Snapfish,PHOTOGRAPHY,4.1,32398,28.0,1000000.0,Free,0.0,Everyone,['Photography'],"August 1, 2018",9.6.4,4.4.0,4.4.0,
2126,HD Camera - Best Cam with filters & panorama,PHOTOGRAPHY,4.5,38953,9.7,5000000.0,Free,0.0,Everyone,['Photography'],"July 26, 2018",2.2.4,4.2.0,4.2.0,
2127,"Face Filter, Selfie Editor - Sweet Camera",PHOTOGRAPHY,4.7,142634,22.0,10000000.0,Free,0.0,Everyone,['Photography'],"July 6, 2018",1.5.1,4.4.0,4.4.0,
2128,LightX Photo Editor & Photo Effects,PHOTOGRAPHY,4.7,259450,17.0,10000000.0,Free,0.0,Everyone,['Photography'],"May 24, 2018",1.0.4,4.1.0,4.1.0,
2129,HD Camera - Quick Snap Photo & Video,PHOTOGRAPHY,4.5,21841,7.7,1000000.0,Free,0.0,Everyone,['Photography'],"July 24, 2018",1.6.4,4.2.0,4.2.0,
2130,Waterfall Photo Frames,PHOTOGRAPHY,4.5,10349,11.0,1000000.0,Free,0.0,Everyone,['Photography'],"July 29, 2017",1.6.0,2.3.0,2.3.0,
2131,Photo frame,PHOTOGRAPHY,4.5,859,21.0,100000.0,Free,0.0,Everyone,['Photography'],"July 18, 2018",1.5.1,4.0.3,4.0.3,
2132,Huji Cam,PHOTOGRAPHY,4.4,40289,19.0,5000000.0,Free,0.0,Everyone,['Photography'],"July 11, 2018",2.2.0,5.0.0,5.0.0,
2133,HD Camera,PHOTOGRAPHY,4.3,49680,8.7,5000000.0,Free,0.0,Everyone,['Photography'],"July 11, 2018",1.8.5,4.2.0,4.2.0,
2134,Makeup Editor -Beauty Photo Editor & Selfie Camera,PHOTOGRAPHY,4.5,3378,30.0,1000000.0,Free,0.0,Mature 17+,['Photography'],"July 25, 2018",1.7.0,4.1.0,4.1.0,
2135,Makeup Photo Editor: Makeup Camera & Makeup Editor,PHOTOGRAPHY,4.4,10525,25.0,1000000.0,Free,0.0,Everyone,['Photography'],"July 27, 2018",8.9.9,4.0.0,4.0.0,
2136,Moto Photo Editor,PHOTOGRAPHY,3.3,3492,17.0,5000000.0,Free,0.0,Everyone,['Photography'],"June 14, 2018",1.5.3.8,7.0.0,7.0.0,
2137,Garden Photo Frames - Garden Photo Editor,PHOTOGRAPHY,4.4,1864,13.0,500000.0,Free,0.0,Everyone,['Photography'],"May 3, 2018",22.0.0,4.0.3,4.0.3,
2138,Photo Frame,PHOTOGRAPHY,4.5,74476,23.0,10000000.0,Free,0.0,Everyone,['Photography'],"June 19, 2018",1.6.0,4.0.0,4.0.0,
2139,"Sweet Snap Lite - live filter, Selfie photo editor",PHOTOGRAPHY,4.5,3116,22.0,500000.0,Free,0.0,Everyone,['Photography'],"August 3, 2018",2.15.180,4.0.3,4.0.3,
2140,"Selfie Camera: Beauty Camera, Photo Editor,Collage",PHOTOGRAPHY,4.7,31985,9.1,1000000.0,Free,0.0,Everyone,['Photography'],"August 6, 2018",1.7.14,4.2.0,4.2.0,
2141,Night Photo Frame,PHOTOGRAPHY,4.5,4400,8.3,1000000.0,Free,0.0,Everyone,['Photography'],"July 28, 2018",2.0.1,4.0.3,4.0.3,
2142,Selfie Photo Editor,PHOTOGRAPHY,4.6,11677,19.0,1000000.0,Free,0.0,Everyone,['Photography'],"July 5, 2018",1.0.3,4.4.0,4.4.0,
2143,BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3158047,53.0,100000000.0,Free,0.0,Everyone,['Photography'],"July 31, 2018",6.9.031,4.1.0,4.1.0,
2144,My Photo Keyboard,PHOTOGRAPHY,4.3,56114,17.0,10000000.0,Free,0.0,Everyone,['Photography'],"July 9, 2018",2.6.0,2.3.0,2.3.0,
2145,Kids Photo Frames,PHOTOGRAPHY,4.6,15700,10.0,1000000.0,Free,0.0,Everyone,['Photography'],"July 7, 2018",2.3.0,4.0.3,4.0.3,
2146,"Pretty Makeup, Beauty Photo Editor & Snappy Camera",PHOTOGRAPHY,4.5,26361,29.0,5000000.0,Free,0.0,Everyone,['Photography'],"July 25, 2018",5.3.0,4.1.0,4.1.0,
2147,Photo Collage - Layout Editor,PHOTOGRAPHY,4.5,285788,46.0,10000000.0,Free,0.0,Everyone,['Photography'],"December 4, 2017",1.8.0.170824_9,5.0.0 - 8.0.0,5.0.0,8.0.0
2148,DSLR Camera Hd Ultra Professional,PHOTOGRAPHY,4.2,4410,4.5,1000000.0,Free,0.0,Everyone,['Photography'],"June 27, 2018",4.1.0,4.0.3,4.0.3,
2149,Snap Cat Face Camera,PHOTOGRAPHY,4.0,5855,4.9,1000000.0,Free,0.0,Everyone,['Photography'],"July 12, 2018",1.6.0,2.3.0,2.3.0,
2150,"Sweet Camera - Selfie Filters, Beauty Camera",PHOTOGRAPHY,4.7,233039,24.0,10000000.0,Free,0.0,Everyone,['Photography'],"July 28, 2018",1.5.3,4.4.0,4.4.0,
2151,Photo Frames,PHOTOGRAPHY,4.3,28578,23.0,10000000.0,Free,0.0,Everyone,['Photography'],"July 28, 2018",6.21.0,4.0.0,4.0.0,
2152,"Sweet Selfie - selfie camera, beauty cam, photo edit",PHOTOGRAPHY,4.6,1159058,25.0,100000000.0,Free,0.0,Everyone,['Photography'],"August 3, 2018",2.73.672,4.0.3,4.0.3,
2153,"Candy selfie - photo editor, live filter camera",PHOTOGRAPHY,4.4,53421,26.0,10000000.0,Free,0.0,Everyone,['Photography'],"August 6, 2018",2.74.685,4.0.3,4.0.3,
2154,Open Camera,PHOTOGRAPHY,4.3,116880,2.0,10000000.0,Free,0.0,Everyone,['Photography'],"April 23, 2018",1.43.3,4.0.3,4.0.3,
2155,Beauty Makeup – Photo Makeover,PHOTOGRAPHY,4.3,21730,19.0,1000000.0,Free,0.0,Everyone,['Photography'],"May 23, 2018",1.6.0,4.0.0,4.0.0,
2156,Blur Image Background Editor (Blur Photo Editor),PHOTOGRAPHY,4.4,62421,9.6,5000000.0,Free,0.0,Everyone,['Photography'],"July 28, 2018",2.4.0,4.1.0,4.1.0,
2157,Muzy - Share photos & collages,PHOTOGRAPHY,4.4,70189,13.0,5000000.0,Free,0.0,Teen,['Photography'],"August 11, 2015",4.0.10,4.0.0,4.0.0,
2158,QuickPic - Photo Gallery with Google Drive Support,PHOTOGRAPHY,4.6,847159,4.2,10000000.0,Free,0.0,Everyone,['Photography'],"November 10, 2017",4.7.4,4.0.0,4.0.0,
2159,Flickr,PHOTOGRAPHY,4.3,251951,16.0,10000000.0,Free,0.0,Mature 17+,['Photography'],"July 11, 2018",4.7.3,4.4.0,4.4.0,
2160,"Shutterfly: Free Prints, Photo Books, Cards, Gifts",PHOTOGRAPHY,4.6,98716,59.0,5000000.0,Free,0.0,Everyone,['Photography'],"August 1, 2018",5.13.1,5.0.0,5.0.0,
2161,Camera for Android,PHOTOGRAPHY,4.2,240475,9.5,10000000.0,Free,0.0,Everyone,['Photography'],"November 22, 2017",3.8.0,4.0.0,4.0.0,
2162,BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3157936,53.0,100000000.0,Free,0.0,Everyone,['Photography'],"July 31, 2018",6.9.031,4.1.0,4.1.0,
2163,Photo Mixer,PHOTOGRAPHY,3.9,55427,6.6,10000000.0,Free,0.0,Everyone,['Photography'],"March 25, 2016",5.1.0,2.3.3,2.3.3,
2164,Wondershare PowerCam,PHOTOGRAPHY,4.2,329160,27.0,10000000.0,Free,0.0,Everyone,['Photography'],"May 29, 2018",3.1.8.180529,2.3.0,2.3.0,
2165,love,PHOTOGRAPHY,4.3,42677,22.0,1000000.0,Free,0.0,Everyone,['Photography'],"June 15, 2018",1.28.0,4.0.3,4.0.3,
2166,InstaSize Photo Filters & Collage Editor,PHOTOGRAPHY,4.3,811693,50.0,50000000.0,Free,0.0,Everyone,['Photography'],"August 2, 2018",4.0.26,4.4.0,4.4.0,
2167,"KVAD Camera +: Selfie, Photo Filter, Grids",PHOTOGRAPHY,4.1,23440,30.0,1000000.0,Free,0.0,Everyone,['Photography'],"July 11, 2018",1.8.2,4.0.0,4.0.0,
2168,Camera51 - a smarter camera,PHOTOGRAPHY,4.0,29707,18.0,1000000.0,Free,0.0,Everyone,['Photography'],"February 10, 2015",1.1.6,4.0.0,4.0.0,
2169,InstaCam - Camera for Selfie,PHOTOGRAPHY,4.0,15098,10.0,1000000.0,Free,0.0,Everyone,['Photography'],"March 3, 2017",1.43.0,2.3.0,2.3.0,
2170,"Phogy, 3D Camera",PHOTOGRAPHY,4.0,35724,9.9,1000000.0,Free,0.0,Everyone,['Photography'],"February 11, 2015",1.40.0,4.0.0,4.0.0,
2171,Sweet Camera,PHOTOGRAPHY,4.4,71898,23.0,5000000.0,Free,0.0,Everyone,['Photography'],"October 10, 2017",6.1.7.100920,4.0.3,4.0.3,
2172,Camera360: Selfie Photo Editor with Funny Sticker,PHOTOGRAPHY,4.3,4865093,51.0,100000000.0,Free,0.0,Everyone,['Photography'],"August 6, 2018",9.3.1,4.0.3,4.0.3,
2173,RetroSelfie - Selfie Editor,PHOTOGRAPHY,4.1,106080,35.0,10000000.0,Free,0.0,Everyone,['Photography'],"June 27, 2018",6.1.6,4.1.0,4.1.0,
2174,Mega Photo,PHOTOGRAPHY,4.2,44941,16.0,1000000.0,Free,0.0,Everyone,['Photography'],"October 19, 2016",1.6.2,3.0.0,3.0.0,
2175,Blur Image Background,PHOTOGRAPHY,3.9,129272,11.0,10000000.0,Free,0.0,Everyone,['Photography'],"July 30, 2018",1.32.0,4.1.0,4.1.0,
